Report ID,Report URL,Bug Title,Bounty Rewarded,Reporter,Organization,Created At,Disclosed At
77060,https://hackerone.com/reports/77060,SMTP protection not used,$500,mom,keybase,2015-07-20T20:08:46.575Z,2015-08-28T21:02:16.110Z
77221,https://hackerone.com/reports/77221,Open/Unvalidated Redirect Issue,$25,bugs3ra,mavenlink,2015-07-21T06:41:37.203Z,2015-08-06T20:24:08.015Z
77065,https://hackerone.com/reports/77065,Stealing CSRF Tokens,$500,wesecureapp,keybase,2015-07-20T20:20:11.116Z,2015-07-22T20:45:48.771Z
77231,https://hackerone.com/reports/77231,Weak Cryptographic Hash,$25,ru94mb,wordpoints,2015-07-21T07:29:14.331Z,2015-07-23T06:47:08.280Z
75727,https://hackerone.com/reports/75727,Stored Cross site scripting In developer.zendesk.com,$200,dipak_das,zendesk,2015-07-15T23:23:44.424Z,2015-09-02T21:37:18.018Z
75702,https://hackerone.com/reports/75702,"No rate limit which leads to ""Users information Disclosure"" including verfification documents etc.",$250,crab,romit,2015-07-15T22:19:27.309Z,2015-11-27T06:24:38.895Z
71614,https://hackerone.com/reports/71614,XSS in Myshopify Admin Site in DISCOUNTS,$500,nismo,shopify,2015-06-19T08:30:40.360Z,2015-07-20T14:37:18.182Z
76713,https://hackerone.com/reports/76713,XSS - Gallery Search Listing,$50,bugs3ra,zaption,2015-07-19T09:28:07.837Z,2015-08-12T17:13:16.483Z
75556,https://hackerone.com/reports/75556,Accessing title of the report of which you are marked as duplicate,$500,mafia,security,2015-07-15T10:04:45.012Z,2015-07-17T18:17:49.548Z
35237,https://hackerone.com/reports/35237,Gain reputation by creating a duplicate of an existing report,$500,huzaifa_jawaid,security,2014-11-11T21:07:29.379Z,2015-08-14T18:08:47.019Z
67220,https://hackerone.com/reports/67220,Expire User Sessions in Admin Site does not expire user session in Shopify Application in IOS,$500,nismo,shopify,2015-06-10T13:02:05.436Z,2015-07-15T17:38:10.419Z
73567,https://hackerone.com/reports/73567,Attention! Remote Code Execution at http://wpt.ec2.shopify.com/,"$3,000",prakharprasad,shopify,2015-07-02T00:05:27.600Z,2015-07-16T12:02:44.547Z
67377,https://hackerone.com/reports/67377,SSRF via 'Add Image from URL' feature,$500,alpha,shopify,2015-06-11T07:49:05.596Z,2015-07-15T01:04:36.189Z
58679,https://hackerone.com/reports/58679,SSL cookie without secure flag set,$500,pratikpanchal_infobit,shopify,2015-04-27T10:52:29.273Z,2015-07-13T19:10:32.578Z
66151,https://hackerone.com/reports/66151,Invitation is not properly cancelled while inviting to bug reports.,$500,batman,security,2015-06-05T14:05:01.385Z,2015-07-10T00:32:32.240Z
37301,https://hackerone.com/reports/37301,CSRF Token in cookies!,$150,protector_47,invision,2014-11-24T20:55:06.710Z,2015-10-22T14:21:24.072Z
74147,https://hackerone.com/reports/74147,"Potential for financial loss, negative Values for ""Buy fee"" and ""Sell Fee""",$250,crab,romit,2015-07-06T16:12:45.378Z,2015-11-26T20:49:47.993Z
73260,https://hackerone.com/reports/73260,Integer overflow in _json_encode_unicode leads to crash,"$1,000",nilch,ibb-python,2015-06-27T00:00:00.000Z,2015-06-27T00:00:00.000Z
73259,https://hackerone.com/reports/73259,Integer overflow in _pickle.c,$500,tukan,ibb-python,2015-06-27T00:00:00.000Z,2015-06-27T00:00:00.000Z
73258,https://hackerone.com/reports/73258,Python: imageop Unsafe Arithmetic,"$1,000",johnleitch,ibb-python,2015-05-22T00:00:00.000Z,2015-05-31T00:00:00.000Z
73257,https://hackerone.com/reports/73257,PHP yaml_parse/yaml_parse_file/yaml_parse_url Unsafe Deserialization,$500,johnleitch,ibb-php,2015-05-10T00:00:00.000Z,2015-05-18T00:00:00.000Z
73256,https://hackerone.com/reports/73256,PHP yaml_parse/yaml_parse_file/yaml_parse_url Double Free,"$1,500",johnleitch,ibb-php,2015-05-10T00:00:00.000Z,2015-05-18T00:00:00.000Z
73255,https://hackerone.com/reports/73255,str_repeat() sign mismatch based memory corruption,$500,andreapalazzo,ibb-php,2015-04-09T00:00:00.000Z,2015-05-12T00:00:00.000Z
73253,https://hackerone.com/reports/73253,Multiple type confusions in unicode error handlers,$500,pakt_,ibb-python,2015-05-01T00:00:00.000Z,2015-05-18T00:00:00.000Z
73252,https://hackerone.com/reports/73252,Use after free in get_filter,$500,pakt_,ibb-python,2015-05-01T00:00:00.000Z,2015-05-03T00:00:00.000Z
73251,https://hackerone.com/reports/73251,Multiple use after free bugs in json encoding,"$1,500",pakt_,ibb-python,2015-05-01T00:00:00.000Z,2015-05-03T00:00:00.000Z
73250,https://hackerone.com/reports/73250,Multiple use after free bugs in heapq module,"$1,500",pakt_,ibb-python,2015-05-01T00:00:00.000Z,2015-05-03T00:00:00.000Z
73249,https://hackerone.com/reports/73249,Multiple use after free bugs in element module,"$1,500",pakt_,ibb-python,2015-05-01T00:00:00.000Z,2015-05-18T00:00:00.000Z
73248,https://hackerone.com/reports/73248,Tokenizer crash when processing undecodable source code,$500,hugbounter,ibb-python,2015-04-21T00:00:00.000Z,2015-04-21T00:00:00.000Z
73247,https://hackerone.com/reports/73247,php_stream_url_wrap_http_ex() type-confusion vulnerability,$500,mongo,ibb-php,2015-03-31T00:00:00.000Z,2015-04-14T00:00:00.000Z
73246,https://hackerone.com/reports/73246,Use-after-free in php_curl related to CURLOPT_FILE/_INFILE/_WRITEHEADER,$500,mongo,ibb-php,2015-03-27T00:00:00.000Z,2015-04-14T00:00:00.000Z
73245,https://hackerone.com/reports/73245,Type Confusion Vulnerability in SoapClient,$500,ryat,ibb-php,2015-03-01T00:00:00.000Z,2015-04-16T00:00:00.000Z
73244,https://hackerone.com/reports/73244,Use after free vulnerability in unserialize() with DateInterval,"$1,500",ryat,ibb-php,2015-02-27T00:00:00.000Z,2015-03-17T00:00:00.000Z
73242,https://hackerone.com/reports/73242,libcurl: URL request injection,"$3,000",isciurus,internet,2014-12-25T00:00:00.000Z,2015-01-08T00:00:00.000Z
73241,https://hackerone.com/reports/73241,Malformed ECParameters causes infinite loop,"$2,500",ctz,ibb-openssl,2015-06-11T00:00:00.000Z,2015-06-11T00:00:00.000Z
73240,https://hackerone.com/reports/73240,Integer overflow in ftp_genlist() resulting in heap overflow,"$1,500",ruben,ibb-php,2015-04-28T00:00:00.000Z,2015-05-12T00:00:00.000Z
73239,https://hackerone.com/reports/73239,ZIP Integer Overflow leads to writing past heap boundary,"$1,500",libnex,ibb-php,2015-03-18T00:00:00.000Z,2015-03-18T00:00:00.000Z
73238,https://hackerone.com/reports/73238,Buffer Over-read in unserialize when parsing Phar,"$1,000",libnex,ibb-php,2015-03-29T00:00:00.000Z,2015-04-14T00:00:00.000Z
73237,https://hackerone.com/reports/73237,Buffer Over flow when parsing tar/zip/phar in phar_set_inode,"$1,000",libnex,ibb-php,2015-04-14T00:00:00.000Z,2015-04-14T00:00:00.000Z
73236,https://hackerone.com/reports/73236,X509_to_X509_REQ NULL pointer deref,$500,geeknik,ibb-openssl,2015-03-15T00:00:00.000Z,2015-03-15T00:00:00.000Z
73235,https://hackerone.com/reports/73235,Use After Free Vulnerability in unserialize(),"$1,500",ryat,ibb-php,2015-02-03T00:00:00.000Z,2015-03-17T00:00:00.000Z
73234,https://hackerone.com/reports/73234,out of bounds read crashes php-cgi,$500,geeknik,ibb-php,2014-12-17T00:00:00.000Z,2014-12-30T00:00:00.000Z
66235,https://hackerone.com/reports/66235,_£„è_á___ü____„Å„â„Î __ _£___¡_á_¡___ü_µ ___µ„Å„â ___¡ „ã__„â__ + „ã_ü„à_¡ + „É_¡___ü____,$200,pisarenko,vkcom,2015-06-06T01:24:11.281Z,2015-09-07T15:53:07.286Z
64963,https://hackerone.com/reports/64963,API: Bug in method auth.validatePhone,$500,vladislav805,vkcom,2015-05-30T20:47:56.380Z,2015-07-17T22:20:17.497Z
18845,https://hackerone.com/reports/18845,Unauthorized Access via Join Email Link,$100,anshuman_bh,wepay,2014-07-03T05:32:45.856Z,2015-06-24T07:05:30.591Z
72331,https://hackerone.com/reports/72331,XSS at Bulk editing ProductVariants,$500,mafia,shopify,2015-06-24T07:36:00.263Z,2015-06-25T04:12:57.741Z
56494,https://hackerone.com/reports/56494,Get email ID of any user on hackpad.com,$216,mafia,dropbox-acquisitions,2015-04-15T20:41:47.281Z,2015-07-22T06:57:46.562Z
52035,https://hackerone.com/reports/52035,"Open redirect in ""Language change"".",$500,seifelsallamy,security,2015-03-15T05:24:49.733Z,2015-06-19T21:03:20.893Z
67125,https://hackerone.com/reports/67125,XSS at importing Product List,$500,mafia,shopify,2015-06-10T08:06:48.627Z,2015-06-17T15:04:11.294Z
67132,https://hackerone.com/reports/67132,XSS at Bulk editing products,$500,mafia,shopify,2015-06-10T08:15:22.843Z,2015-06-17T15:04:22.964Z
63888,https://hackerone.com/reports/63888,Cross site scripting,$50,jaikeysarraf,romit,2015-05-27T06:54:57.538Z,2015-07-12T18:45:43.511Z
66386,https://hackerone.com/reports/66386,[www.*.myshopify.com] CRLF Injection,$500,bobrov,shopify,2015-06-07T08:01:57.318Z,2015-06-10T17:31:32.341Z
66262,https://hackerone.com/reports/66262,mailto: link injection on https://hackerone.com/directory,$500,ashesh,security,2015-06-06T08:37:34.778Z,2015-06-10T05:03:10.438Z
63865,https://hackerone.com/reports/63865,Potential denial of service in hackerone.com/<program>/reward_settings,$100,ashesh,security,2015-05-27T04:30:15.478Z,2015-06-10T04:13:53.662Z
55911,https://hackerone.com/reports/55911,CSRF token fixation in facebook store app that can lead to adding attacker to victim acc,$500,harshafriend4all,shopify,2015-04-11T14:06:20.330Z,2015-06-25T20:05:05.521Z
55716,https://hackerone.com/reports/55716,Force 500 Internal Server Error on any shop (for one user),$500,4lemon,shopify,2015-04-10T14:57:24.777Z,2015-06-09T23:43:40.005Z
62861,https://hackerone.com/reports/62861,Bulk Discount App in myshopify.com exposes http://bulkdiscounts.shopifyapps.com vulnerable to XSS,$500,nismo,shopify,2015-05-18T14:34:45.258Z,2015-07-23T16:45:06.222Z
62427,https://hackerone.com/reports/62427,XSS in myshopify.com Admin site in TAX Overrides,$500,nismo,shopify,2015-05-14T17:15:39.076Z,2015-06-09T20:55:33.836Z
47223,https://hackerone.com/reports/47223,Javascript Injection,$200,ddworken,invision,2015-02-09T18:23:49.489Z,2015-07-08T18:47:12.952Z
63729,https://hackerone.com/reports/63729,Logic error with notifications: user that has left team continues to receive notifications and can not 'clean' this area on account,$500,brdoors2,security,2015-05-25T19:31:24.774Z,2015-06-04T16:29:50.996Z
62544,https://hackerone.com/reports/62544,http://tp-dev1.tp.smailru.net/,$150,isox,mailru,2015-05-15T11:34:19.314Z,2015-09-13T12:59:17.827Z
62531,https://hackerone.com/reports/62531,tt-mac.i.mail.ru: Quagga 0.99.23.1 (Router) : Default password and default enable password,$200,isox,mailru,2015-05-15T10:32:32.096Z,2015-09-13T12:58:52.194Z
55530,https://hackerone.com/reports/55530,Authentication Failed Mobile version,$500,lccunha,shopify,2015-04-09T19:34:24.650Z,2015-06-02T19:26:26.134Z
57914,https://hackerone.com/reports/57914,HTML injection in email sent by romit.io,$50,crab,romit,2015-04-23T17:24:46.665Z,2015-11-26T20:49:08.402Z
39486,https://hackerone.com/reports/39486,No bruteforce protection leads to enumeration of emails in http://e.mail.ru/,$100,niyaax,mailru,2014-12-16T10:39:32.909Z,2015-06-28T14:41:06.705Z
60420,https://hackerone.com/reports/60420,store-agent.mail.ru: stacked blind injection,$400,isox,mailru,2015-05-10T08:46:45.586Z,2015-09-13T12:27:56.920Z
54719,https://hackerone.com/reports/54719,e.mail.ru stored XSS in agent via sticker (smile),$500,reactors08,mailru,2015-04-03T18:00:23.905Z,2015-06-28T13:29:20.074Z
57692,https://hackerone.com/reports/57692,Server responds with the server error logs on account creation,$50,crab,romit,2015-04-21T23:51:02.249Z,2015-11-26T20:49:08.409Z
63537,https://hackerone.com/reports/63537,XSS in https://app.mavenlink.com/workspaces/,$100,enderun07,mavenlink,2015-05-23T12:34:09.730Z,2015-06-22T22:57:42.457Z
53628,https://hackerone.com/reports/53628,XSS in https://hackpad.com/,$216,mahitman,dropbox-acquisitions,2015-03-27T13:05:12.179Z,2015-06-02T18:36:01.681Z
59356,https://hackerone.com/reports/59356,XSS in dropbox main domain,$512,missoum1307,dropbox,2015-05-02T20:57:19.892Z,2015-06-09T00:34:30.880Z
57459,https://hackerone.com/reports/57459,XSS in experts.shopify.com,$500,cj71f,shopify,2015-04-20T12:56:43.159Z,2015-05-19T18:46:17.280Z
59179,https://hackerone.com/reports/59179,Race condition when redeeming coupon codes,$216,franjkovic,dropbox,2015-05-01T06:04:52.353Z,2015-05-11T21:04:17.506Z
60402,https://hackerone.com/reports/60402,Content Spoofing - External Link Warning Page,$500,jedimaster,security,2015-05-10T07:15:04.633Z,2015-05-11T20:50:41.501Z
59659,https://hackerone.com/reports/59659,Reopen Disable Accounts/ Hidden Access After Disable,$500,antrax,security,2015-05-05T09:07:36.045Z,2015-06-08T20:55:21.474Z
56742,https://hackerone.com/reports/56742,SPF whitelist of mandrill leads to email forgery,"$1,000",mikebrooks,security,2015-04-16T18:15:09.759Z,2015-06-08T00:26:08.156Z
59369,https://hackerone.com/reports/59369,Making any Report Failed to load,$500,aj-_-,security,2015-05-03T01:16:24.683Z,2015-05-09T14:06:12.170Z
59375,https://hackerone.com/reports/59375,Homograph attack,$500,filedescriptor,security,2015-05-03T02:29:04.941Z,2015-05-09T02:15:41.252Z
59469,https://hackerone.com/reports/59469,Fake URL + Additional vectors for homograph attack,$500,killr0x33d,security,2015-05-03T20:50:16.860Z,2015-05-09T21:03:08.050Z
58630,https://hackerone.com/reports/58630,Content Spoofing,$500,zerohat,shopify,2015-04-26T20:33:30.137Z,2015-05-05T15:06:26.924Z
58612,https://hackerone.com/reports/58612,Homograph attack,$500,killr0x33d,security,2015-04-26T17:58:53.549Z,2015-05-02T22:34:51.056Z
57603,https://hackerone.com/reports/57603,API: missing invalidation of OAuth2 Authorization Code during access revocation causes authorization bypass,$500,dor1s,vimeo,2015-04-21T14:44:49.464Z,2015-05-31T17:40:09.964Z
59015,https://hackerone.com/reports/59015,Stored XSS in the Shopify Discussion Forums,$500,sukhjiwansingh,shopify,2015-04-29T19:48:20.965Z,2015-05-31T14:54:43.895Z
51817,https://hackerone.com/reports/51817,Post in private groups after getting removed,$250,niyaax,vimeo,2015-03-13T22:50:28.924Z,2015-05-01T14:21:08.112Z
52708,https://hackerone.com/reports/52708,Share your channel to any user on vimeo without following him,$250,vijay_kumar1110,vimeo,2015-03-20T07:14:08.457Z,2015-09-28T21:56:18.909Z
54631,https://hackerone.com/reports/54631,Vulnerable to JavaScript injection. (WXS)  (Javascript injection)!,$100,protector_47,snapchat,2015-04-03T11:21:29.485Z,2015-10-22T14:22:09.262Z
52181,https://hackerone.com/reports/52181,Insecure Direct Object References that allows to read any comment (even if it should be private),$150,patrik,vimeo,2015-03-16T11:56:07.679Z,2015-05-04T16:51:07.517Z
52176,https://hackerone.com/reports/52176,Insecure Direct Object References in https://vimeo.com/forums,$500,patrik,vimeo,2015-03-16T10:55:05.899Z,2015-05-04T16:51:07.369Z
37593,https://hackerone.com/reports/37593,Open Redirect in unmask.sucuri.net,$250,masatokinugawa,sucuri,2014-11-27T06:32:18.299Z,2015-05-27T16:19:33.476Z
56828,https://hackerone.com/reports/56828,SSRF vulnerablity in app webhooks,$512,haquaman,dropbox,2015-04-17T02:37:51.483Z,2015-04-23T23:52:45.539Z
55670,https://hackerone.com/reports/55670,Fabric.io:  Ex-admin of an organization can delete team members,$280,satishb3,twitter,2015-04-10T09:53:25.964Z,2015-11-01T15:46:20.209Z
53858,https://hackerone.com/reports/53858,Insecure Direct Object Reference - access to other user/group DM's,$420,wesecureapp,twitter,2015-03-29T17:15:04.612Z,2015-10-03T18:48:57.984Z
57163,https://hackerone.com/reports/57163,Open-redirect on hackerone.com,$500,killr0x33d,security,2015-04-18T10:50:57.996Z,2015-04-23T15:38:54.773Z
55842,https://hackerone.com/reports/55842,[persistent cross-site scripting] customers can target admins,"$1,000",wesecureapp,shopify,2015-04-11T07:51:20.741Z,2015-07-01T15:35:20.996Z
44052,https://hackerone.com/reports/44052,Hadoop Node available to public,$150,isox,mailru,2015-01-16T15:30:28.845Z,2015-09-13T12:17:30.116Z
49035,https://hackerone.com/reports/49035,HDFS NameNode Public disclosure: http://185.5.139.33:50070/dfshealth.jsp,$150,isox,mailru,2015-02-24T08:32:46.730Z,2015-09-13T12:16:57.090Z
56511,https://hackerone.com/reports/56511,IDOR expire other user sessions,"$1,000",sappi,shopify,2015-04-15T22:02:37.726Z,2015-04-17T01:32:54.829Z
56002,https://hackerone.com/reports/56002,"Shopify android client all API request's response leakage, including access_token, cookie, response header, response body content","$2,000",sukhoi,shopify,2015-04-12T08:51:42.562Z,2015-07-04T15:45:09.606Z
54779,https://hackerone.com/reports/54779,Missing spf flags for myshopify.com,$500,jenglish,shopify,2015-04-03T22:16:30.301Z,2015-04-16T10:35:32.194Z
55525,https://hackerone.com/reports/55525,Open redirection in OAuth,$500,pranav_hivarekar,shopify,2015-04-09T19:26:47.044Z,2015-07-03T17:17:57.442Z
47932,https://hackerone.com/reports/47932,Privilege Escalation at invite feature @hackpad.com,$729,daksh,dropbox-acquisitions,2015-02-17T04:53:17.186Z,2015-04-04T04:30:02.046Z
53843,https://hackerone.com/reports/53843,HTTP Response Splitting (CRLF injection) due to headers overflow,"$2,800",filedescriptor,twitter,2015-03-29T10:52:52.117Z,2015-05-04T22:51:22.707Z
55033,https://hackerone.com/reports/55033,Use after free vulnerability in unserialize(),"$3,000",sesser,ibb-php,2014-12-12T00:00:00.000Z,2015-01-20T00:00:00.000Z
55030,https://hackerone.com/reports/55030,SoapClient's __call() type confusion through unserialize(),"$2,500",andreapalazzo,ibb-php,2015-02-19T00:00:00.000Z,2015-03-03T00:00:00.000Z
55029,https://hackerone.com/reports/55029,Use after free vulnerability in unserialize() with DateTimeZone,"$2,500",ryat,ibb-php,2015-01-29T00:00:00.000Z,2015-02-27T00:00:00.000Z
55028,https://hackerone.com/reports/55028,Free called on unitialized pointer in exif.c,"$2,500",endeavor,ibb-php,2015-01-11T00:00:00.000Z,2015-01-20T00:00:00.000Z
55018,https://hackerone.com/reports/55018,Segmentation fault for invalid PSS parameters,"$3,000",geeknik,ibb-openssl,2015-01-31T00:00:00.000Z,2015-03-19T00:00:00.000Z
55017,https://hackerone.com/reports/55017,Multiple Python integer overflows,"$9,000",pakt_,ibb-python,2015-02-01T00:00:00.000Z,2015-02-04T00:00:00.000Z
26962,https://hackerone.com/reports/26962,open redirect in rfc6749,"$3,000",asanso,internet,2014-09-04T19:15:25.612Z,2015-04-06T17:40:18.093Z
51265,https://hackerone.com/reports/51265,Flash Cross Domain Policy Bypass by Using File Upload and Redirection - only in Chrome,"$2,000",irsdl,ibb-flash,2015-03-12T23:35:49.486Z,2015-05-06T02:43:27.561Z
47779,https://hackerone.com/reports/47779,Heap overflow in H. Spencer‰Ûªs regex library on 32 bit systems,"$3,000",guido,internet,2015-02-15T03:28:07.748Z,2015-04-06T02:42:11.446Z
31756,https://hackerone.com/reports/31756,Drupal 7 pre auth sql injection and remote code execution,"$3,000",shorst,internet,2014-10-17T10:50:36.095Z,2015-04-06T09:40:09.432Z
54610,https://hackerone.com/reports/54610,Logout any user of same team,$100,uttam5oren,slack,2015-04-03T06:32:13.344Z,2015-05-05T05:59:54.329Z
54641,https://hackerone.com/reports/54641,Captcha Bypass in Snapchat's Geofilter Submission Process,$100,zero,snapchat,2015-04-03T12:44:21.990Z,2015-05-04T01:15:06.517Z
54733,https://hackerone.com/reports/54733,Sandboxed iframes don't show confirmation screen,"$1,000",homakov,coinbase,2015-04-03T18:34:58.274Z,2015-04-04T15:31:37.435Z
46747,https://hackerone.com/reports/46747,Team admin can change unauthorized team setting (require_at_for_mention),$200,satishb3,slack,2015-02-05T14:16:40.217Z,2015-04-30T06:07:57.989Z
52982,https://hackerone.com/reports/52982,[URGENT ISSUE] Add or Delete the videos in watch later list of any user .,$250,prashanth,vimeo,2015-03-22T12:07:22.727Z,2015-05-01T15:46:57.935Z
50170,https://hackerone.com/reports/50170,FREAK: Factoring RSA_EXPORT Keys to Impersonate TLS Servers,"$7,500",prosecco-inria,internet,2015-03-05T16:18:06.711Z,2015-04-01T07:30:30.475Z
52644,https://hackerone.com/reports/52644,confirmation bypass of 2FA  devices  while they are deleting,$200,harshafriend4all,itbit,2015-03-19T18:48:31.859Z,2015-04-29T10:03:36.379Z
52645,https://hackerone.com/reports/52645,"secretKey  for OTP , is getting leaked in response of a delete request !",$200,harshafriend4all,itbit,2015-03-19T18:57:30.034Z,2015-04-29T10:03:01.443Z
53098,https://hackerone.com/reports/53098,XSS in twitter.com/safety/unsafe_link_warning,"$1,400",masatokinugawa,twitter,2015-03-23T16:31:41.943Z,2015-04-03T23:31:12.903Z
52646,https://hackerone.com/reports/52646,Insecure direct object reference - have access to deleted DM's,$420,wesecureapp,twitter,2015-03-19T19:01:36.118Z,2015-10-12T04:56:07.348Z
53088,https://hackerone.com/reports/53088,SSRF vulnerability (access to metadata server on EC2 and OpenStack),$300,agarri_fr,phabricator,2015-03-23T15:08:49.061Z,2015-03-26T18:37:57.571Z
38682,https://hackerone.com/reports/38682,"Delayed, fraudulent transactions possible with encrypted Square Reader devices due to lack of server-side verification of device transaction counter",$500,jmoore15,square,2014-12-08T21:28:43.839Z,2015-07-24T23:58:18.431Z
46916,https://hackerone.com/reports/46916,Markdown parsing issue enables insertion of malicious tags and event handlers,"$5,000",danlec,security,2015-02-06T17:34:25.616Z,2015-04-07T21:12:33.546Z
52042,https://hackerone.com/reports/52042,HTTP Response Splitting (CRLF injection) in report_story,"$3,500",filedescriptor,twitter,2015-03-15T07:49:31.208Z,2015-04-21T17:59:23.057Z
52822,https://hackerone.com/reports/52822,XSS with Time-of-Day Format,$300,candux,phabricator,2015-03-20T21:32:08.402Z,2015-04-19T21:58:26.684Z
44588,https://hackerone.com/reports/44588,Email Length Verification,$50,simon90,itbit,2015-01-21T18:05:22.462Z,2015-10-11T22:07:11.704Z
49561,https://hackerone.com/reports/49561,Vimeo + & Vimeo PRO Unautorised Tax bypass,$250,michelgaschet,vimeo,2015-02-28T05:41:33.817Z,2015-04-18T08:35:39.009Z
50786,https://hackerone.com/reports/50786,A user can add videos to other user's private groups,$250,satishb3,vimeo,2015-03-10T10:32:17.246Z,2015-04-23T16:36:36.979Z
49139,https://hackerone.com/reports/49139,scfbp.tng.mail.ru: Heartbleed,$150,isox,mailru,2015-02-25T07:49:11.753Z,2015-09-13T12:16:27.816Z
49408,https://hackerone.com/reports/49408,RCE „à_µ„Û_µ_á JDWP,$300,isox,mailru,2015-02-27T09:13:28.705Z,2015-09-13T12:14:53.016Z
49652,https://hackerone.com/reports/49652,Improperly validated fields allows injection of arbitrary HTML via spoofed React objects,"$5,000",danlec,security,2015-02-28T17:38:13.663Z,2015-03-18T13:11:50.503Z
50752,https://hackerone.com/reports/50752,open redirect sends authenticity_token to any website or (ip address),$560,seifelsallamy,twitter,2015-03-10T01:01:35.464Z,2015-03-14T02:05:46.716Z
47940,https://hackerone.com/reports/47940,Team admin can add billing contacts,$200,satishb3,slack,2015-02-17T08:46:56.981Z,2015-04-03T00:45:03.393Z
49974,https://hackerone.com/reports/49974,The csrf token remains same after user logs in,$50,crab,romit,2015-03-04T05:38:37.035Z,2015-11-26T20:47:27.692Z
50884,https://hackerone.com/reports/50884,Bypass pin(4 digit passcode on your android app),$100,adrianbelen,whisper,2015-03-11T04:36:09.341Z,2015-04-12T02:24:32.481Z
48065,https://hackerone.com/reports/48065,open authentication bug,$100,prashanth,coinbase,2015-02-18T13:26:26.398Z,2015-03-11T16:19:22.122Z
47536,https://hackerone.com/reports/47536,[ishop.qiwi.com] XSS + Misconfiguration,$200,kxyry,qiwi,2015-02-12T13:09:49.842Z,2015-08-31T08:40:13.734Z
50885,https://hackerone.com/reports/50885,CVE-2014-0224 openssl ccs vulnerability,$10,paresh_parmar,whisper,2015-03-11T04:42:02.964Z,2015-04-10T05:04:11.969Z
36211,https://hackerone.com/reports/36211,Logic Issue with Reputation: Boost Reputation Points,$500,prakharprasad,security,2014-11-16T16:06:58.345Z,2015-04-28T04:51:43.873Z
50829,https://hackerone.com/reports/50829,A user can post comments on other user's private videos,$500,satishb3,vimeo,2015-03-10T18:13:51.208Z,2015-03-11T14:37:49.514Z
50776,https://hackerone.com/reports/50776,A user can edit comments even after video comments are disabled,$250,satishb3,vimeo,2015-03-10T09:12:26.084Z,2015-03-11T14:37:33.636Z
50134,https://hackerone.com/reports/50134,XSS in original referrer after follow,"$1,400",wesecureapp,twitter,2015-03-05T11:34:49.909Z,2015-03-09T18:37:58.303Z
49806,https://hackerone.com/reports/49806,Twitter Ads Campaign information disclosure through admin without any authentication.,$560,avicoder,twitter,2015-03-02T15:00:30.732Z,2015-04-25T08:22:05.808Z
49759,https://hackerone.com/reports/49759,Open Redirect leak of authenticity_token lead to full account take over.,"$1,400",seifelsallamy,twitter,2015-03-02T01:07:46.725Z,2015-04-03T21:20:11.985Z
48516,https://hackerone.com/reports/48516,Redirect URL in /intent/ functionality is not properly escaped,"$1,400",homakov,twitter,2015-02-21T23:47:32.767Z,2015-02-24T21:55:21.923Z
47140,https://hackerone.com/reports/47140,Leakage of sensitive wallet tokens to third party sites,$50,shahmeer-amir,itbit,2015-02-08T22:24:00.833Z,2015-03-28T20:04:45.130Z
48422,https://hackerone.com/reports/48422,Team member invitations to sandboxed teams are not invalidated consistently (v2),$500,siddiki,security,2015-02-20T23:58:42.957Z,2015-02-27T23:27:32.912Z
46429,https://hackerone.com/reports/46429,Team member invitations to sandboxed teams are not invalidated consistently,$500,mazengamal,security,2015-02-04T07:46:58.687Z,2015-03-28T22:38:44.128Z
47472,https://hackerone.com/reports/47472,"CSP Bypass: Click handler for links with data-method=""post"" can cause authenticity_token to be sent off domain","$2,000",danlec,security,2015-02-11T20:03:01.597Z,2015-02-26T21:50:46.056Z
48682,https://hackerone.com/reports/48682,Taking over a Business Account Admin,$25,cliffordtrigo,todoist,2015-02-23T06:49:02.108Z,2015-02-26T22:35:08.437Z
48690,https://hackerone.com/reports/48690,Remotely removing credit cards from business accounts!,$25,cliffordtrigo,todoist,2015-02-23T07:02:16.342Z,2015-02-26T15:16:37.424Z
44294,https://hackerone.com/reports/44294,Heartbleed: my.com (185.30.178.33) port 1433,$150,isox,mailru,2015-01-19T13:54:12.505Z,2015-09-13T12:13:15.737Z
20720,https://hackerone.com/reports/20720,cloud.mail.ru: File upload XSS using Content-Type header,$150,isox,mailru,2014-07-19T08:40:07.001Z,2015-09-13T12:10:54.947Z
47495,https://hackerone.com/reports/47495,Same Origin Policy bypass,$600,zoczus,mailru,2015-02-12T00:35:46.540Z,2015-03-27T14:29:12.748Z
47627,https://hackerone.com/reports/47627,Email Enumeration (POC),$50,kabeel,romit,2015-02-13T11:07:15.303Z,2015-05-27T15:57:29.968Z
48100,https://hackerone.com/reports/48100,Bad Write in TTF font parsing (win32k.sys),"$5,000",dirtybit,internet,2015-02-18T17:46:07.583Z,2015-03-01T08:29:00.467Z
47012,https://hackerone.com/reports/47012,Adobe Flash Player Out-of-Bound Access Vulnerability,"$2,000",hhj4ck,ibb-flash,2015-02-07T14:50:18.485Z,2015-03-25T19:39:25.200Z
47234,https://hackerone.com/reports/47234,Use After Free in Flash MessageChannel.send can cause arbitrary code execution,"$7,500",biloulehibou,ibb-flash,2015-02-09T18:50:52.771Z,2015-03-25T19:39:16.979Z
47232,https://hackerone.com/reports/47232,Use after free during the StageVideoAvailabilityEvent can result in arbitrary code execution,"$10,000",biloulehibou,ibb-flash,2015-02-09T18:44:09.226Z,2015-03-25T19:39:16.982Z
